car_make,car_model,car_year,car_vin,car_color,car_price,car_mileage,car_condition,car_owner,car_purchase_date,car_insurance_provider,car_insurance_policy_number,car_service_history,car_accidents
Mitsubishi,Galant,1949,WBAWL73549P105076,Teal,87392.66,290139,certified pre-owned,Dorella Liddiard,8/4/2009,Oyondu,943999,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",0
Oldsmobile,Bravada,1938,JH4DC53865S584504,Indigo,19195.44,18925,new,Cobby Trenbey,3/10/2006,Babblestorm,856294,In congue. Etiam justo. Etiam pretium iaculis justo.,8
Lincoln,Continental,1958,1FMCU9D74AK970557,Turquoise,58831.24,258891,new,Marylou Portriss,4/22/2005,Geba,449861,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2
GMC,Savana 2500,1972,5YMKT6C52F0209458,Orange,72018.98,132502,used,Denice Jonson,3/29/2018,Zava,608671,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,0
Jeep,Wrangler,1956,WVGAV7AX0BW428009,Khaki,82373.62,16201,used,Theodoric Glentworth,11/27/2006,Ozu,123848,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",1
Lexus,LS,1933,WA1VKBFP6AA831752,Purple,79714.55,21950,new,Bobinette Caves,10/5/2009,Zoombox,883250,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",8
Hummer,H1,1969,SCBFC7ZA8DC164013,Khaki,54698.18,120242,used,Anett Chritchley,5/9/2007,Skivee,552909,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3
Pontiac,Firebird,1994,WVWAP7AN6EE461149,Goldenrod,65860.11,158092,certified pre-owned,Stormy Lumm,1/1/2012,Browseblab,795957,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",7
Mercedes-Benz,CL65 AMG,1928,KNALN4D7XE5241178,Violet,79108.85,46876,new,Lotti Wais,3/6/2000,Realcube,614562,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",8
Chevrolet,TrailBlazer,2020,WBAYF4C51ED092717,Pink,83304.54,169365,certified pre-owned,Pearline Sellstrom,5/23/2011,Zava,362170,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2
Chrysler,PT Cruiser,1954,WDCGG0EB2FG295309,Khaki,44307.45,95557,new,Reynold Carillo,3/7/2005,Mydo,477968,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3
BMW,525,1909,WVWAW7AH5BV913469,Violet,9218.08,158280,certified pre-owned,Romy Pikett,11/30/2012,Gabtype,404069,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,2
GMC,Yukon XL 2500,1922,WBANB33534B844470,Mauv,48772.43,7838,certified pre-owned,Noreen Bracknall,5/9/2012,Minyx,259529,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",10
Mazda,Millenia,2019,WA1EY74L58D079661,Khaki,99890.24,269224,new,Marie-jeanne Sharrock,10/15/2012,Buzzdog,168688,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",10
Toyota,Tundra,1935,WA1CFBFP9CA346097,Indigo,48850.56,64325,used,Walt Skully,12/15/2007,Skiptube,732404,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,4
Ford,Expedition,1951,WAUAKAFB9BN415592,Pink,11641.02,721,used,Carmencita Gauld,8/5/2007,Fatz,530314,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4
Infiniti,G37,2002,1G6DH8E59C0595659,Goldenrod,54801.53,195770,used,Oswald Udey,7/13/2019,Mybuzz,492157,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,3
Chevrolet,Suburban,1917,JH4NA12623T368935,Crimson,73993.8,277232,new,Yanaton Paff,8/9/2022,Shufflebeat,436346,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5
Nissan,350Z,1918,JTDZN3EU5D3686336,Turquoise,58001.35,167008,certified pre-owned,Wayne Witson,5/4/2019,Jabbertype,603042,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",6
Mazda,CX-7,1959,WBAUT9C56BA009610,Maroon,31820.15,246716,used,Adiana Cowlin,5/7/2013,Bubblebox,346379,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",6
Chevrolet,Impala,1940,TRURD38J991748348,Orange,92541.51,290698,certified pre-owned,Cordell Macer,6/22/2003,Browsebug,460760,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9
Nissan,Titan,1998,JH4NA12602T636783,Crimson,76032.42,153940,new,Diena Zamora,4/24/2009,Gabvine,181979,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0
Ford,F250,1974,WBA3B3C51FJ202488,Pink,57379.64,221493,used,Edwina Spilsbury,5/30/2018,Jaxspan,123742,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",6
Honda,Prelude,1900,1G4HG5EM2AU769435,Blue,78069.35,159641,used,Mella Lockhead,3/4/2006,Eamia,176941,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",8
GMC,Savana 3500,1991,WBAUL7C56AV453761,Goldenrod,58497.45,240979,used,Nanette Heims,5/22/2001,Livetube,529546,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",4
Infiniti,G,2021,1B3CB9HA7BD480396,Green,26109.31,76164,new,Farrel Bleasby,3/7/2016,Kimia,297223,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,7
Dodge,Ram Van 1500,1902,1G4GC5EC1BF655172,Teal,2529.1,130736,new,Farand Normaville,10/27/2021,Abata,822620,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",5
Ford,Escort,1995,1G6AC1R39F0306463,Pink,90882.58,138241,used,Odelle Phizakarley,1/28/2002,Thoughtsphere,419569,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3
Volkswagen,Golf,1946,4T1BF3EK8BU426500,Maroon,76592.77,38900,used,Sindee Standrin,11/16/2009,Geba,136408,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",2
Mazda,Mazda3,1981,JM1NC2JF8E0668034,Orange,35918.04,101604,used,Emelen Wegenen,1/16/2005,Thoughtbeat,112521,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",8
GMC,Yukon XL 1500,1981,1N6AF0LY6FN935262,Teal,7973.64,15135,used,Hillier Chastelain,1/25/2000,Devify,710623,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",0
Ford,Ranger,1938,WBASN4C54AC159691,Red,43264.18,142883,used,Cassius Elves,9/9/2007,Teklist,113319,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",10
Mitsubishi,Pajero,1906,5J6TF2H5XDL985588,Turquoise,76538.59,143207,certified pre-owned,Marlin Hugk,7/23/2004,Mydeo,766081,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",6
Honda,CR-V,1985,JM1NC2SF4F0329724,Purple,91025.77,99636,certified pre-owned,Durant Pointon,2/15/2005,Buzzbean,773864,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",7
Chevrolet,Colorado,1974,1GYS3GEF0DR512990,Orange,33816.97,33050,certified pre-owned,Morganica Piquard,4/14/2000,Realmix,365945,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",10
Bentley,Continental GT,1905,WAULC68E03A497926,Red,86035.25,202981,used,Kris Tuberfield,11/19/2016,Buzzshare,699736,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0
Mercedes-Benz,SL-Class,1970,1HGCR2F38DA046340,Mauv,63944.38,124008,certified pre-owned,Ursala Gunston,10/22/2016,Jamia,208473,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",0
Toyota,Avalon,2012,1C3BC2FB5BN491213,Goldenrod,49718.35,283461,certified pre-owned,Brita Hatchard,6/7/2001,Quatz,181177,Phasellus in felis. Donec semper sapien a libero. Nam dui.,3
GMC,Sonoma,1992,WP0CB2A84FK438119,Turquoise,42521.73,164883,certified pre-owned,Van Marrison,12/28/2009,Cogibox,574950,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",6
BMW,X3,1994,ZHWGU6AU3CL855390,Orange,96021.54,200571,used,Jabez Semiraz,12/5/2015,Trupe,321514,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",9
Honda,Accord,1958,JTDKDTB33F1986679,Violet,7829.29,207522,used,Caren Ormiston,1/6/2012,Voomm,920577,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",7
Toyota,TundraMax,1922,WUAGNAFG4CN435298,Violet,78505.24,243561,new,Maia D'Ambrogio,4/14/2017,Skivee,535041,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",8
GMC,Jimmy,1910,YV4852CT5B1908220,Aquamarine,38659.09,9336,used,Vanni Ruberry,7/28/2000,Eabox,402576,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",4
Ford,Explorer Sport Trac,2011,1G4GA5ERXDF374498,Mauv,35988.53,236018,used,Roxana Courage,7/29/2005,Jabbersphere,688354,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0
BMW,Z4 M,2014,1G4CU541124523262,Fuscia,80107.67,4410,certified pre-owned,Devora Slessor,7/7/2011,Demimbu,388550,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",8
Ford,LTD Crown Victoria,1956,2C3CDXDT0CH670389,Purple,53337.59,22648,used,Daisey Ashburne,12/4/2010,Zava,975733,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0
Lincoln,Continental,1954,KNDJT2A56D7173388,Crimson,13347.74,191887,certified pre-owned,Thayne Crumly,2/7/2003,Snaptags,626699,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1
MINI,Cooper,1920,WBAGN83454D316406,Indigo,65425.12,139265,new,Kalinda Tilbrook,12/6/2001,Twitterwire,898183,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",7
Cadillac,Escalade,2001,SALVP2BG2FH739462,Violet,31897.86,159397,used,Sharleen Yurenin,4/13/2020,Shufflester,922842,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0
Toyota,Tacoma Xtra,1936,1G6KE54Y52U514979,Green,17703.72,205543,new,Mirella Scapens,8/18/2012,Meezzy,548446,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",8
Chevrolet,G-Series G10,1951,1D4SE6GT0BC244572,Indigo,51213.63,236712,certified pre-owned,Sadye Maplesden,12/6/2005,Avaveo,289988,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2
Toyota,Yaris,1980,2B3CK2CV8AH415494,Fuscia,59625.1,38246,used,Lincoln Rany,7/19/2007,Vidoo,941749,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",9
Ford,F350,1951,WBA4C9C5XFG088878,Violet,20104.73,281544,used,Dorise Fumagalli,11/12/2010,Tagfeed,167411,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8
Ford,Bronco,1934,WBANE735X7B686342,Purple,29832.81,213046,used,Rianon Scamerdine,7/6/2010,Trupe,161043,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0
